Frequency [Hz],Input whitening transfer function,Output whitening transfer function,
2.596656e+03,19.0369753920226223+4.1677393339795374j,4283.6079899587139153+4947.8344855036284571j,
2.626754e+03,19.0578301020267702+4.1247477431770889j,4340.1306999108282980+4955.6949701832672872j,
2.657201e+03,19.0782562733832890+4.0820974153197573j,4396.8257457894596882+4962.9202738713565850j,
2.688001e+03,19.0982617205171934+4.0397890273489194j,4453.6787916001012491+4969.5056913182088465j,
2.719158e+03,19.1178541581699513+3.9978231212139534j,4510.6753371898757905+4975.4469195945548563j,
2.750676e+03,19.1370412007207662+3.9562001083175771j,4567.8007327147861361+4980.7400648990742411j,
2.782559e+03,19.1558303616216961+3.9149202738788946j,4625.0401934365299894+4985.3816487461926954j,
2.814812e+03,19.1742290529416302+3.8739837812132580j,4682.3788148177727635+4989.3686135159678088j,
2.847439e+03,19.1922445850140697+3.8333906759282446j,4739.8015878836386037+4992.6983273496507536j,
2.880444e+03,19.2098841661840005+3.7931408900352261j,4797.2934148161348276+4995.3685883764283062j,
2.913832e+03,19.2271549026490831+3.7532342459761354j,4854.8391247474401098+4997.3776282587105015j,
2.947606e+03,19.2440637983906271+3.7136704605651922j,4912.4234897170945260+4998.7241150453965020j,
2.981772e+03,19.2606177551898945+3.6744491488455173j,4970.0312407576002443+4999.4071553245421455j,
3.016334e+03,19.2768235727254620+3.6355698278606461j,5027.6470840723768561+4999.4262956689708517j,
3.051297e+03,19.2926879487473641+3.5970319203411143j,5085.2557172697315764+4998.7815233704795901j,
3.086665e+03,19.3082174793240924+3.5588347583063697j,5142.8418456161980430+4997.4732664604198362j,
3.122443e+03,19.3234186591583850+3.5209775865824011j,5200.3901982726229107+4995.5023930165953061j,
3.158635e+03,19.3382978819681135+3.4834595662355499j,5257.8855444763348714+4992.8702097585728552j,
3.195248e+03,19.3528614409284927+3.4462797779230665j,5315.3127096330608765+4989.5784599356175022j,
3.232284e+03,19.3671155291721568+3.4094372251610645j,5372.6565912824880797+4985.6293205136107645j,
3.269750e+03,19.3810662403435572+3.3729308375105953j,5429.9021749019475465+4981.0253986693815023j,
3.307650e+03,19.3947195692044794+3.3367594736826489j,5487.0345495132469296+4975.7697276029502973j,
3.345989e+03,19.4080814122873733+3.3009219245629224j,5544.0389230585078622+4969.8657616801274344j,
3.384773e+03,19.4211575685935323+3.2654169161573141j,5600.9006375116605341+4963.3173709199363657j,
3.424006e+03,19.4339537403330382+3.2302431124590827j,5657.6051836933302184+4956.1288348431125996j,
3.463694e+03,19.4464755337037154+3.1953991182387198j,5714.1382157579128034+4948.3048356997833253j,
3.503842e+03,19.4587284597063146+3.1608834817576086j,5770.4855653229078598+4939.8504510961010965j,
3.544456e+03,19.4707179349932566+3.1266946974065593j,5826.6332552118819876+4930.7711460412574525j,
3.585540e+03,19.4824492827484832+3.0928312082703902j,5882.5675127838721892+4921.0727644377775505j,
3.627100e+03,19.4939277335959069+3.0592914086197123j,5938.2747828235787892+4910.7615200394511703j,
3.669142e+03,19.5051584265342157+3.0260736463311355j,5993.7417399682344694+4899.8439869025287408j,
3.711672e+03,19.5161464098957111+2.9931762252371090j,6048.9553006487894891+4888.3270893569979307j,
3.754694e+03,19.5268966423271380+2.9605974074066603j,6103.9026345246738856+4876.2180915258504683j,
3.798215e+03,19.5374139937903948+2.9283354153582835j,6158.5711753932855572+4863.5245864211701701j,
3.842241e+03,19.5477032465812144+2.8963884342062536j,6212.9486315570866282+4850.2544846466917079j,
3.886777e+03,19.5577690963639483+2.8647546137416753j,6267.0229956330931600+4836.4160027372099648j,
3.931829e+03,19.5676161532206514+2.8334320704495277j,6320.7825537914231973+4822.0176511657437004j,
3.977403e+03,19.5772489427128029+2.8024188894630453j,6374.2158944114380574+4807.0682220498365496j,
4.023506e+03,19.5866719069540309+2.7717131264567070j,6427.3119161459326278+4791.5767765886803318j,
4.070142e+03,19.5958894056923043+2.7413128094791603j,6480.0598353857258189+4775.5526322629266360j,
4.117320e+03,19.6049057174001398+2.7112159407273753j,6532.4491931188695162+4759.0053498291463256j,
4.165044e+03,19.6137250403714312+2.6814204982633321j,6584.4698611805961264+4741.9447201408329420j,
4.213322e+03,19.6223514938235404+2.6519244376745377j,6636.1120478919092420+4724.3807508276504450j,
4.262159e+03,19.6307891190034915+2.6227256936796577j,6687.3663030865727706+4706.3236528644129066j,
4.311562e+03,19.6390418802969684+2.5938221816805545j,6738.2235225279791848+4687.7838270608153834j,
4.361538e+03,19.6471136663390737+2.5652117992619927j,6788.6749517190746701+4668.7718505024940896j,
4.412093e+03,19.6550082911257604+2.5368924276402809j,6838.7121891102096924+4649.2984629733819020j,
4.463234e+03,19.6627294951249070+2.5088619330620894j,6888.3271887113269258+4629.3745533886412886j,
4.514968e+03,19.6702809463861428+2.4811181681546923j,6937.5122621164282464+4609.0111462666909574j,
4.567301e+03,19.6776662416484491+2.4536589732288503j,6986.2600799497195112+4588.2193882679666785j,
4.620241e+03,19.6848889074447939+2.4264821775355316j,7034.5636727441979019+4567.0105348271736148j,
4.673795e+03,19.6919524012029221+2.3995856004776832j,7082.4164312647117185+4545.3959369047279324j,
4.727970e+03,19.6988601123415883+2.3729670527782045j,7129.8121062887585140+4523.3870278821077591j,
4.782772e+03,19.7056153633615629+2.3466243376053035j,7176.7448078593924947+4500.9953106246439347j,
4.838210e+03,19.7122214109307059+2.3205552516563466j,7223.2090040256389329+4478.2323447341750580j,
4.894290e+03,19.7186814469625347+2.2947575862013667j,7269.1995190867619385+4455.1097340127880670j,
4.951020e+03,19.7249985996877122+2.2692291280872845j,7314.7115313575832261+4431.6391141576041264j,
5.008408e+03,19.7311759347178928+2.2439676607039645j,7359.7405704728116689+4407.8321407053517760j,
5.066461e+03,19.7372164561015033+2.2189709649131544j,7404.2825142490246435+4383.7004772441550813j,
5.125187e+03,19.7431231073708879+2.1942368199413593j,7448.3335851234969596+4359.2557839086985041j,
5.184594e+03,19.7488987725805245+2.1697630042376699j,7491.8903461896134104+4334.5097061736050819j,
5.244689e+03,19.7545462773358160+2.1455472962975608j,7534.9496968489629580+4309.4738639585921192j,
5.305481e+03,19.7600683898121545+2.1215874754536408j,7577.5088681005709077+4284.1598410576389142j,
5.366977e+03,19.7654678217638917+2.0978813226343154j,7619.5654174879600760+4258.5791749031286599j,
5.429186e+03,19.7707472295229607+2.0744266210913218j,7661.1172237248665624+4232.7433466746579143j,
5.492116e+03,19.7759092149868216+2.0512211570970496j,7702.1624810205703398+4206.6637717609155516j,
5.555776e+03,19.7809563265955148+2.0282627206125583j,7742.6996931257617689+4180.3517905818616782j,
5.620174e+03,19.7858910602975904+2.0055491059271793j,7782.7276671198424083+4153.8186597771555171j,
5.685318e+03,19.7907158605046902+1.9830781122705692j,7822.2455069604129676+4127.0755437656725917j,
5.751217e+03,19.7954331210346588+1.9608475443980538j,7861.2526068155202665+4100.1335066797764739j,
5.817880e+03,19.8000451860429507+1.9388552131500998j,7899.7486441989713057+4073.0035046769144174j,
5.885316e+03,19.8045543509422650+1.9170989359867150j,7937.7335729287551658+4045.6963786300343600j,
5.953533e+03,19.8089628633102173+1.8955765374975628j,7975.2076159282087247+4018.2228471973417072j,
6.022541e+03,19.8132729237850356+1.8742858498885735j,8012.1712578891820158+3990.5935002708793036j,
6.092349e+03,19.8174866869491062+1.8532247134457820j,8048.6252378160388616+3962.8187928025317888j,
6.162966e+03,19.8216062622003477+1.8323909769771416j,8084.5705414687827215+3934.9090390051514987j,
6.234402e+03,19.8256337146113850+1.8117824982330164j,8120.0083937231283926+3906.8744069256881630j,
6.306666e+03,19.8295710657763955+1.7913971443060526j,8154.9402508647563081+3878.7249133863942916j,
6.379767e+03,19.8334202946457197+1.7712327920110966j,8189.3677928344332031+3850.4704192894732842j,
6.453715e+03,19.8371833383481082+1.7512873282458374j,8223.2929154400226253+3822.1206252798456262j,
6.528521e+03,19.8408620930007125+1.7315586503327911j,8256.7177225508639822+3793.6850677600618837j,
6.604194e+03,19.8444584145067253+1.7120446663432716j,8289.6445182892821322+3765.1731152508191371j,
6.680744e+03,19.8479741193407762+1.6927432954039472j,8322.0757992333728907+3736.5939650900218112j,
6.758181e+03,19.8514109853220795+1.6736524679865763j,8354.0142466445340688+3707.9566404627948941j,
6.836516e+03,19.8547707523753516+1.6547701261814936j,8385.4627187325440900+3679.2699877544710034j,
6.915759e+03,19.8580551232796090+1.6360942239554146j,8416.4242429702990194+3650.5426742181480222j,
6.995920e+03,19.8612657644048376+1.6176227273940924j,8446.9020084696639969+3621.7831859480861567j,
7.077011e+03,19.8644043064366436+1.5993536149303649j,8476.8993584291747538+3592.9998261499013097j,
7.159041e+03,19.8674723450889381+1.5812848775580952j,8506.4197826637246180+3564.2007136982529119j,
7.242022e+03,19.8704714418047459+1.5634145190325175j,8535.4669102256139013+3535.3937819725224472j,
7.325965e+03,19.8734031244452076+1.5457405560574580j,8564.0445021257546614+3506.5867779607729062j,
7.410882e+03,19.8762688879668907+1.5282610184599135j,8592.1564441631380760+3477.7872616221643511j,
7.496782e+03,19.8790701950874791+1.5109739493524392j,8619.8067398700459307+3449.0026054978934553j,
7.583678e+03,19.8818084769399661+1.4938774052837889j,8646.9995035798328900+3420.2399945606207439j,
7.671581e+03,19.8844851337154225+1.4769694563782385j,8673.7389536235568812+3391.5064262923810929j,
7.760503e+03,19.8871015352945122+1.4602481864640107j,8700.0294056610982807+3362.8087109808725472j,
7.850456e+03,19.8896590218677787+1.4437116931912077j,8725.8752661518119567+3334.1534722241453892j,
7.941452e+03,19.8921589045449174+1.4273580881396366j,8751.2810259692632826+3305.5471476336506385j,
8.033502e+03,19.8946024659530600+1.4111854969169211j,8776.2512541640044219+3276.9959897257958801j,
8.126619e+03,19.8969909608242901+1.3951920592472564j,8800.7905918778415071+3248.5060669921426779j,
8.220816e+03,19.8993256165724048+1.3793759290511731j,8824.9037464125613042+3220.0832651385849204j,
8.316104e+03,19.9016076338591681+1.3637352745166527j,8848.5954854555729980+3191.7332884839293001j,
8.412497e+03,19.9038381871500896+1.3482682781619322j,8871.8706314645096427+3163.4616615084942168j,
8.510007e+03,19.9060184252599015+1.3329731368903248j,8894.7340562123354175+3135.2737305434784503j,
8.608648e+03,19.9081494718878886+1.3178480620373676j,8917.1906754941501276+3107.1746655920678677j,
8.708431e+03,19.9102324261431392+1.3028912794106056j,8939.2454439964458288+3079.1694622734280529j,
8.809372e+03,19.9122683630599262+1.2881010293223063j,8960.9033503292102978+3051.2629438809708518j,
8.911482e+03,19.9142583341033088+1.2734755666153930j,8982.1694122209191846+3023.4597635464442646j,
9.014776e+03,19.9162033676650871+1.2590131606828658j,9003.0486718761403608+2995.7644065017107096j,
9.119268e+03,19.9181044695503005+1.2447120954809909j,9023.5461914951210929+2968.1811924302392072j,
9.224970e+03,19.9199626234543246+1.2305706695365086j,9043.6670489544958400+2940.7142779006248929j,
9.331898e+03,19.9217787914307927+1.2165871959481103j,9063.4163336479196005+2913.3676588746830021j,
9.440065e+03,19.9235539143504141+1.2027600023824339j,9082.7991424852334603+2886.1451732829241337j,
9.549486e+03,19.9252889123508403+1.1890874310648079j,9101.8205760485107021+2859.0505036604572524j,
9.660175e+03,19.9269846852777626+1.1755678387649691j,9120.4857349030771729+2832.0871798366565599j,
9.772147e+03,19.9286421131173022+1.1621995967779783j,9138.7997160615122993+2805.2585816721443734j,
9.885417e+03,19.9302620564199060+1.1489810909005422j,9156.7676095983078994+2778.5679418369400082j,
1.000000e+04,19.9318453567158222+1.1359107214029494j,9174.3944954128437530+2752.0183486238529440j,
