All measurements 3.8Vpp sine wave injections,,,,,,
TIME,700mHz 1,700mHz 2,900mHz 1,900mHz 2,1080mHz 1,1080mHz 2
-45.67,-0.052,0.08,-0.006,1.8,-0.001,-3.68
-45.66,-0.065,0.16,0.039,1.64,0.003,-3.6
-45.65,-0.027,0.12,0.005,1.52,0.025,-3.72
-45.64,-0.052,0.16,-0.014,1.24,0.028,-3.52
-45.63,-0.06,0.12,0.05,1.12,-0.002,-3.48
-45.62,-0.044,0.08,-0.011,0.8,-0.002,-3.48
-45.61,-0.066,0.04,0.004,0.64,0.028,-3.36
-45.6,-0.032,-0.04,0.008,0.32,-0.011,-3.24
-45.59,-0.052,0.04,-0.017,0.24,-0.023,-3.16
-45.58,-0.039,0,0.023,-0.04,0.009,-3.04
-45.57,-0.013,0,-0.014,-0.2,0.005,-2.84
-45.56,-0.037,-0.12,-0.068,-0.4,-0.006,-2.68
-45.55,-0.038,-0.2,0,-0.64,-0.008,-2.52
-45.54,-0.009,-0.12,-0.027,-0.84,-0.001,-2.36
-45.53,-0.055,-0.28,-0.082,-1.04,-0.021,-2.08
-45.52,-0.041,-0.24,-0.016,-1.24,-0.033,-1.88
-45.51,-0.01,-0.36,-0.05,-1.44,-0.028,-1.72
-45.5,-0.018,-0.32,-0.037,-1.6,-0.008,-1.36
-45.49,-0.026,-0.4,-0.026,-1.88,-0.037,-1.2
-45.48,0.003,-0.52,-0.093,-1.92,-0.026,-1
-45.47,-0.016,-0.56,-0.051,-2.16,-0.02,-0.72
-45.46,0.017,-0.56,-0.059,-2.32,-0.047,-0.52
-45.45,0.004,-0.68,-0.102,-2.52,-0.059,-0.2
-45.44,-0.022,-0.72,-0.06,-2.68,-0.046,0
-45.43,0.016,-0.8,-0.075,-2.84,-0.074,0.28
-45.42,-0.007,-0.88,-0.114,-2.88,-0.062,0.56
-45.41,-0.007,-0.92,-0.061,-3,-0.054,0.72
-45.4,-0.024,-1.04,-0.128,-3.12,-0.063,1.04
-45.39,-0.002,-1.2,-0.129,-3.24,-0.054,1.28
-45.38,-0.004,-1.12,-0.089,-3.36,-0.031,1.56
-45.37,-0.008,-1.16,-0.12,-3.44,-0.071,1.8
-45.36,-0.005,-1.32,-0.106,-3.48,-0.03,1.96
-45.35,0.009,-1.36,-0.089,-3.56,-0.059,2.2
-45.34,-0.002,-1.4,-0.131,-3.56,-0.075,2.44
-45.33,-0.022,-1.56,-0.108,-3.64,-0.058,2.56
-45.32,-0.011,-1.64,-0.131,-3.64,-0.071,2.84
-45.31,0.021,-1.64,-0.152,-3.6,-0.06,3.04
-45.3,-0.02,-1.76,-0.129,-3.72,-0.032,3.2
-45.29,-0.003,-1.8,-0.119,-3.64,-0.058,3.32
-45.28,-0.015,-1.96,-0.154,-3.6,-0.045,3.48
-45.27,0.014,-2.04,-0.098,-3.64,-0.02,3.6
-45.26,-0.035,-2.08,-0.099,-3.56,-0.075,3.68
-45.25,0.015,-2.2,-0.14,-3.52,-0.061,3.72
-45.24,-0.019,-2.2,-0.11,-3.44,-0.068,3.76
-45.23,-0.024,-2.24,-0.103,-3.24,-0.058,3.84
-45.22,0.015,-2.44,-0.131,-3.24,-0.03,3.92
-45.21,-0.018,-2.48,-0.089,-3.04,-0.032,3.84
-45.2,-0.005,-2.52,-0.123,-3,-0.032,4
-45.19,-0.012,-2.52,-0.106,-2.84,-0.014,3.92
-45.18,-0.027,-2.68,-0.066,-2.68,-0.046,3.92
-45.17,-0.009,-2.72,-0.097,-2.6,-0.009,3.84
-45.16,-0.045,-2.84,-0.11,-2.4,-0.048,3.72
-45.15,-0.05,-2.84,-0.06,-2.32,-0.045,3.6
-45.14,0.025,-2.92,-0.071,-2.12,-0.024,3.52
-45.13,-0.072,-3,-0.073,-1.92,-0.004,3.44
-45.12,-0.044,-2.96,-0.076,-1.72,-0.051,3.32
-45.11,0.028,-3,-0.086,-1.56,0.016,3.16
-45.1,-0.038,-3.04,-0.036,-1.32,-0.029,2.96
-45.09,-0.029,-3.2,-0.054,-1.12,-0.032,2.92
-45.08,-0.042,-3.16,-0.081,-1,-0.029,2.56
-45.07,-0.054,-3.2,-0.027,-0.76,-0.049,2.44
-45.06,-0.021,-3.28,-0.074,-0.56,-0.06,2.2
-45.05,-0.038,-3.28,-0.065,-0.32,-0.037,2
-45.04,-0.065,-3.28,-0.034,-0.08,-0.049,1.84
-45.03,-0.059,-3.32,-0.086,0.04,-0.023,1.6
-45.02,-0.048,-3.32,-0.07,0.24,-0.037,1.36
-45.01,-0.028,-3.4,-0.009,0.52,-0.031,1.08
-45,-0.059,-3.36,-0.072,0.8,-0.062,0.96
-44.99,-0.067,-3.4,-0.026,0.92,-0.063,0.56
-44.98,-0.043,-3.4,-0.031,1.16,-0.075,0.28
-44.97,-0.043,-3.48,-0.065,1.4,-0.057,0
-44.96,-0.063,-3.4,-0.048,1.56,-0.066,-0.2
-44.95,-0.05,-3.52,-0.031,1.8,-0.051,-0.44
-44.94,-0.031,-3.4,-0.056,2,-0.027,-0.76
-44.93,-0.038,-3.4,-0.016,2.2,-0.055,-0.96
-44.92,-0.005,-3.44,-0.038,2.28,-0.076,-1.16
-44.91,-0.034,-3.36,-0.035,2.52,-0.05,-1.44
-44.9,-0.024,-3.36,-0.025,2.68,-0.078,-1.72
-44.89,-0.045,-3.32,-0.053,2.88,-0.067,-1.92
-44.88,-0.009,-3.36,-0.049,2.92,-0.052,-2.12
-44.87,-0.068,-3.28,-0.022,3.16,-0.044,-2.28
-44.86,-0.025,-3.32,-0.063,3.24,-0.048,-2.56
-44.85,-0.006,-3.24,-0.03,3.36,-0.029,-2.76
-44.84,-0.033,-3.24,-0.036,3.52,-0.043,-2.88
-44.83,0.004,-3.24,-0.065,3.56,-0.031,-2.92
-44.82,0.011,-3.16,-0.03,3.52,-0.035,-3.12
-44.81,-0.03,-3.12,-0.037,3.68,-0.046,-3.32
-44.8,0.03,-3.04,-0.068,3.72,-0.014,-3.36
-44.79,-0.013,-3,-0.033,3.84,-0.02,-3.4
-44.78,0.008,-2.96,-0.029,3.92,-0.047,-3.52
-44.77,0.035,-2.88,-0.062,3.92,0.014,-3.56
-44.76,0.004,-2.84,-0.008,3.88,-0.031,-3.64
-44.75,0.042,-2.76,-0.054,3.92,-0.014,-3.68
-44.74,0.05,-2.72,-0.06,3.96,0.01,-3.56
-44.73,-0.008,-2.64,0.036,3.84,-0.04,-3.6
-44.72,0.042,-2.6,-0.023,3.92,-0.015,-3.44
-44.71,0.031,-2.48,-0.044,3.8,-0.003,-3.56
-44.7,0.017,-2.4,0.004,3.76,-0.01,-3.48
-44.69,0.066,-2.4,-0.001,3.76,0.007,-3.4
-44.68,0.019,-2.32,-0.028,3.6,0.005,-3.32
-44.67,0.039,-2.28,-0.009,3.56,0.018,-3.16
-44.66,0.044,-2.12,-0.019,3.48,0.044,-3.04
-44.65,0.042,-2.04,0.007,3.36,0.002,-2.92
-44.64,0.048,-2,0.018,3.16,0.001,-2.8
-44.63,0.041,-1.92,-0.032,3.04,0.006,-2.6
-44.62,0.056,-1.88,0.024,2.88,0.019,-2.52
-44.61,0.094,-1.8,-0.025,2.84,-0.001,-2.24
-44.6,0.032,-1.68,-0.007,2.68,0.03,-2
-44.59,0.038,-1.56,0.013,2.44,0.014,-1.76
-44.58,0.081,-1.52,-0.028,2.24,0.009,-1.64
-44.57,0.054,-1.4,-0.006,2.12,0.024,-1.44
-44.56,0.059,-1.4,0.046,1.84,-0.001,-1.16
-44.55,0.064,-1.24,-0.042,1.64,-0.001,-0.92
-44.54,0.103,-1.32,-0.016,1.56,0.001,-0.6
-44.53,0.084,-1.12,-0.012,1.32,-0.001,-0.4
-44.52,0.064,-1.04,-0.05,1.08,-0.015,-0.16
-44.51,0.068,-1,-0.034,0.92,-0.013,0.16
-44.5,0.076,-0.96,-0.006,0.64,-0.017,0.32
-44.49,0.058,-0.8,-0.046,0.4,-0.006,0.64
-44.48,0.071,-0.84,-0.021,0.2,-0.033,0.92
-44.47,0.075,-0.68,-0.035,0.12,-0.03,1.08
-44.46,0.078,-0.68,-0.061,-0.24,-0.02,1.48
-44.45,0.086,-0.56,-0.055,-0.4,-0.048,1.68
-44.44,0.079,-0.56,-0.073,-0.64,-0.05,1.88
-44.43,0.082,-0.44,-0.081,-0.8,-0.048,2.04
-44.42,0.088,-0.48,-0.04,-0.92,-0.045,2.28
-44.41,0.058,-0.36,-0.06,-1.2,-0.054,2.52
-44.4,0.111,-0.32,-0.055,-1.4,-0.042,2.8
-44.39,0.07,-0.2,-0.021,-1.68,-0.071,2.92
-44.38,0.07,-0.16,-0.065,-1.72,-0.042,3.08
-44.37,0.073,-0.16,-0.08,-1.96,-0.054,3.2
-44.36,0.085,-0.16,-0.053,-2.16,-0.092,3.36
-44.35,0.096,0,-0.116,-2.24,-0.037,3.52
-44.34,0.064,0,-0.081,-2.48,-0.072,3.6
-44.33,0.08,0.04,-0.068,-2.6,-0.063,3.68
-44.32,0.101,-0.04,-0.103,-2.72,-0.039,3.8
-44.31,0.05,-0.04,-0.059,-2.88,-0.098,3.92
-44.3,0.069,0.08,-0.084,-3.08,-0.058,3.92
-44.29,0.084,0.16,-0.117,-3.08,-0.061,3.96
-44.28,0.033,0.08,-0.058,-3.28,-0.079,3.92
-44.27,0.065,0.08,-0.119,-3.28,-0.051,3.92
-44.26,0.098,0.16,-0.112,-3.48,-0.072,3.92
-44.25,0.055,0.08,-0.051,-3.56,-0.04,3.84
-44.24,0.072,0.12,-0.084,-3.52,-0.024,3.84
-44.23,0.063,0.08,-0.06,-3.6,-0.065,3.76
-44.22,0.069,0.16,-0.03,-3.6,-0.034,3.64
-44.21,0.051,0,-0.099,-3.68,-0.025,3.56
-44.2,0.047,0.12,-0.03,-3.64,-0.065,3.48
-44.19,0.064,0.16,-0.059,-3.72,-0.023,3.32
-44.18,0.064,0.12,-0.093,-3.8,-0.014,3.12
-44.17,0.02,0.04,-0.016,-3.56,-0.049,2.96
-44.16,0.085,0,-0.043,-3.56,0.008,2.8
-44.15,0.05,0.04,-0.016,-3.52,0.007,2.64
-44.14,0.027,0.08,0.013,-3.44,-0.002,2.4
-44.13,0.06,-0.16,-0.023,-3.36,0.011,2.12
-44.12,0.036,-0.12,-0.039,-3.32,-0.026,1.88
-44.11,0.052,-0.2,0.017,-3.2,0.003,1.68
-44.1,0.038,-0.24,-0.028,-3.16,0.005,1.44
-44.09,0.045,-0.32,-0.024,-3,-0.022,1.16
-44.08,0.032,-0.24,0.04,-2.84,0.025,0.92
-44.07,0.035,-0.28,0.037,-2.64,0.021,0.8
-44.06,0.041,-0.44,0.039,-2.56,0.021,0.44
-44.05,0.051,-0.36,0.051,-2.44,0.024,0.24
-44.04,0.037,-0.52,0.038,-2.32,0.003,0
-44.03,0.049,-0.56,0.044,-2.08,0.002,-0.36
-44.02,0.021,-0.64,0.033,-1.88,0.006,-0.52
-44.01,0.067,-0.72,0.034,-1.68,0.009,-0.84
-44,0.052,-0.8,0.08,-1.52,0.04,-1.12
-43.99,0.046,-0.88,0.085,-1.32,0.031,-1.36
-43.98,0.059,-0.88,0.063,-1.16,0.047,-1.52
-43.97,0.065,-1,0.117,-1,0.023,-1.68
-43.96,0.036,-1.08,0.09,-0.76,0.057,-1.96
-43.95,0.069,-1.16,0.046,-0.52,-0.017,-2.2
-43.94,0.054,-1.24,0.1,-0.28,0.004,-2.44
-43.93,0.034,-1.28,0.058,-0.12,0.026,-2.56
-43.92,0.069,-1.4,0.054,0.16,0,-2.72
-43.91,0.05,-1.48,0.122,0.4,0.009,-2.96
-43.9,0.072,-1.6,0.071,0.52,0.064,-3.08
-43.89,0.054,-1.64,0.095,0.68,0.025,-3.2
-43.88,0.058,-1.68,0.125,0.92,0.034,-3.36
-43.87,0.09,-1.76,0.048,1.2,0.058,-3.44
-43.86,0.053,-1.84,0.084,1.4,-0.016,-3.48
-43.85,0.088,-1.96,0.045,1.52,0.001,-3.56
-43.84,0.112,-2,0.036,1.76,0.032,-3.56
-43.83,0.064,-2.16,0.108,1.88,-0.019,-3.68
-43.82,0.099,-2.2,0.075,2.16,0.056,-3.72
-43.81,0.124,-2.24,0.069,2.4,0.015,-3.64
-43.8,0.084,-2.32,0.122,2.52,0.038,-3.64
-43.79,0.12,-2.4,0.047,2.64,0.048,-3.6
-43.78,0.096,-2.44,0.05,2.8,0.002,-3.52
-43.77,0.101,-2.56,0.042,2.88,0.033,-3.44
-43.76,0.11,-2.6,0.005,3.16,0.003,-3.48
-43.75,0.12,-2.68,0.073,3.2,-0.007,-3.32
-43.74,0.094,-2.76,0.063,3.32,0.05,-3.12
-43.73,0.131,-2.8,0.056,3.48,0.042,-3.04
-43.72,0.101,-2.8,0.099,3.6,0.025,-2.76
-43.71,0.136,-2.92,0.088,3.64,0.074,-2.76
-43.7,0.127,-3,0.056,3.76,0.045,-2.6
-43.69,0.124,-3.04,0.056,3.76,0.018,-2.36
-43.68,0.125,-3.04,0.039,3.92,0.062,-2.08
-43.67,0.111,-3.16,0.026,3.8,0.025,-1.96
-43.66,0.122,-3.12,0.095,3.92,0.025,-1.68
-43.65,0.118,-3.2,0.048,3.96,0.062,-1.52
-43.64,0.123,-3.24,0.071,3.92,0.075,-1.24
-43.63,0.136,-3.24,0.099,3.92,0.057,-1
-43.62,0.132,-3.24,0.05,3.84,0.068,-0.8
-43.61,0.116,-3.36,0.049,3.84,0.086,-0.52
-43.6,0.146,-3.4,0.044,3.8,0.092,-0.32
-43.59,0.112,-3.48,0.031,3.72,0.05,0.04
-43.58,0.131,-3.4,0.046,3.72,0.047,0.24
-43.57,0.119,-3.4,0.097,3.6,0.072,0.48
-43.56,0.129,-3.52,0.059,3.48,0.052,0.64
-43.55,0.131,-3.44,0.105,3.48,0.085,1.04
-43.54,0.129,-3.48,0.074,3.32,0.085,1.24
-43.53,0.114,-3.48,0.04,3.24,0.07,1.52
-43.52,0.111,-3.4,0.055,3,0.048,1.8
-43.51,0.092,-3.4,0.047,2.88,0.06,1.92
-43.5,0.133,-3.44,0.015,2.72,0.043,2.28
-43.49,0.096,-3.56,0.08,2.6,0.02,2.32
-43.48,0.099,-3.4,0.08,2.56,0.045,2.56
-43.47,0.131,-3.4,0.072,2.28,0.072,2.76
-43.46,0.102,-3.28,0.125,2.12,0.061,2.88
-43.45,0.116,-3.4,0.055,1.84,0.083,3.12
-43.44,0.108,-3.28,0.095,1.68,0.041,3.28
-43.43,0.084,-3.36,0.083,1.52,0.028,3.4
-43.42,0.089,-3.2,0.022,1.32,0.032,3.56
-43.41,0.101,-3.28,0.072,1.12,0.015,3.68
-43.4,0.075,-3.2,0.108,0.92,0.011,3.64
-43.39,0.113,-3.16,0.025,0.72,0.049,3.76
-43.38,0.07,-3.08,0.099,0.48,0.007,3.92
-43.37,0.084,-3,0.059,0.28,0.041,3.76
-43.36,0.081,-2.92,0.039,0.08,0.019,3.96
-43.35,0.071,-2.92,0.047,-0.24,0.001,3.8
-43.34,0.071,-2.8,0.011,-0.44,0.024,3.92
-43.33,0.077,-2.8,0.054,-0.6,-0.024,3.92
-43.32,0.038,-2.68,0.035,-0.84,0.01,3.76
-43.31,0.071,-2.68,0.031,-1.08,0.021,3.68
-43.3,0.074,-2.64,0.084,-1.16,0,3.68
-43.29,0.058,-2.64,0.044,-1.4,0.021,3.52
-43.28,0.069,-2.52,-0.012,-1.56,0.012,3.4
-43.27,0.053,-2.44,0.068,-1.8,-0.008,3.32
-43.26,0.072,-2.32,0.033,-1.96,0.009,3.24
-43.25,0.046,-2.32,-0.01,-2.2,-0.006,3.08
-43.24,0.047,-2.24,0.042,-2.24,-0.008,2.92
-43.23,0.042,-2.2,0.042,-2.52,0.031,2.76
-43.22,0.025,-2.04,0.045,-2.56,-0.002,2.52
-43.21,0.045,-1.96,0.078,-2.8,0.014,2.28
-43.2,0.042,-1.84,0.027,-2.84,0.032,2.12
-43.19,0.028,-1.76,0.055,-3.04,-0.008,1.84
-43.18,0.039,-1.76,0.073,-3.12,0.014,1.64
-43.17,0.021,-1.6,0.035,-3.2,0.028,1.36
-43.16,0.039,-1.64,0.07,-3.32,0.019,1.04
-43.15,0.011,-1.44,0.043,-3.36,0.043,0.88
-43.14,0.031,-1.48,0.07,-3.44,0.063,0.6
-43.13,0.007,-1.36,0.072,-3.56,0.055,0.32
-43.12,0.041,-1.28,0.096,-3.56,0.047,0.12
-43.11,0.025,-1.2,0.055,-3.6,0.036,-0.16
-43.1,0.043,-1.12,0.103,-3.64,0.043,-0.44
-43.09,0.016,-1.04,0.077,-3.6,0.044,-0.64
-43.08,0.035,-0.96,0.089,-3.72,0.072,-0.92
-43.07,0.031,-0.88,0.1,-3.76,0.062,-1.24
-43.06,0.009,-0.8,0.098,-3.56,0.068,-1.44
-43.05,0.031,-0.64,0.101,-3.68,0.096,-1.64
-43.04,0.027,-0.72,0.119,-3.56,0.072,-1.84
-43.03,0.025,-0.6,0.117,-3.56,0.091,-2.04
-43.02,0.034,-0.56,0.136,-3.36,0.091,-2.2
-43.01,0.016,-0.48,0.156,-3.28,0.074,-2.44
-43,0.039,-0.44,0.101,-3.24,0.095,-2.68
-42.99,0.048,-0.4,0.18,-3.16,0.095,-2.92
-42.98,0.042,-0.36,0.155,-2.92,0.08,-3
-42.97,0.024,-0.24,0.123,-2.88,0.106,-3.12
-42.96,0.045,-0.2,0.145,-2.72,0.057,-3.2
-42.95,0.038,-0.16,0.16,-2.56,0.109,-3.36
-42.94,0.019,-0.12,0.093,-2.52,0.078,-3.36
-42.93,0.035,-0.08,0.165,-2.28,0.058,-3.48
-42.92,0.019,0,0.144,-2.12,0.085,-3.52
-42.91,0.031,-0.08,0.132,-1.92,0.088,-3.76
-42.9,0.04,0,0.165,-1.76,0.058,-3.68
-42.89,0.04,-0.04,0.148,-1.56,0.106,-3.72
-42.88,0.055,0.12,0.15,-1.36,0.064,-3.64
-42.87,0.042,0.2,0.149,-1.24,0.069,-3.68
-42.86,0.044,0.08,0.103,-1,0.082,-3.52
-42.85,0.06,0.12,0.126,-0.76,0.049,-3.56
-42.84,0.038,0.2,0.119,-0.56,0.058,-3.44
-42.83,0.05,0.12,0.062,-0.36,0.065,-3.32
-42.82,0.049,0.16,0.129,-0.12,0.029,-3.24
-42.81,0.052,0.08,0.104,0.12,0.057,-3.12
-42.8,0.067,0.12,0.081,0.32,0.049,-2.92
-42.79,0.05,0.12,0.1,0.48,0.035,-2.88
-42.78,0.046,0.2,0.065,0.76,0.057,-2.68
-42.77,0.077,0.08,0.062,0.92,0.042,-2.48
-42.76,0.041,0.16,0.084,1.04,0.027,-2.28
-42.75,0.06,0.08,0.048,1.4,0.05,-2
-42.74,0.07,0,0.033,1.56,-0.015,-1.88
-42.73,0.058,-0.08,0.073,1.76,0.03,-1.6
-42.72,0.028,-0.08,0.02,1.96,0.032,-1.4
-42.71,0.078,-0.04,0.068,2.16,-0.007,-1.2
-42.7,0.033,-0.16,-0.003,2.36,0.021,-0.88
-42.69,0.069,-0.12,-0.016,2.44,0.013,-0.72
-42.68,0.065,-0.24,0.03,2.64,0.003,-0.44
-42.67,0.057,-0.24,-0.002,2.84,0.009,-0.28
-42.66,0.06,-0.28,-0.015,3,0,0
-42.65,0.061,-0.28,-0.015,3.16,-0.016,0.24
-42.64,0.047,-0.36,-0.014,3.16,0.002,0.56
-42.63,0.064,-0.44,-0.016,3.36,0.001,0.84
-42.62,0.034,-0.52,-0.017,3.4,-0.013,1
-42.61,0.041,-0.56,-0.011,3.48,0.035,1.36
-42.6,0.051,-0.68,-0.048,3.64,-0.008,1.56
-42.59,0.052,-0.68,-0.024,3.76,0.017,1.92
-42.58,0.05,-0.84,-0.028,3.72,0.034,2.08
-42.57,0.058,-0.76,-0.04,3.8,0.012,2.24
-42.56,0.039,-0.88,-0.028,3.84,-0.014,2.52
-42.55,0.057,-0.88,-0.054,3.92,0.023,2.68
-42.54,0.048,-0.92,-0.059,4,0.004,2.84
-42.53,0.02,-1.08,-0.049,3.96,0,3.04
-42.52,0.025,-1.2,-0.042,3.88,0.027,3.2
-42.51,0.03,-1.24,-0.046,3.88,-0.01,3.4
-42.5,0.018,-1.32,-0.044,3.84,0.019,3.4
-42.49,0.031,-1.4,-0.02,3.8,0.022,3.48
-42.48,0.019,-1.44,-0.033,3.72,-0.002,3.64
-42.47,0.008,-1.52,-0.041,3.72,0.021,3.8
-42.46,0.011,-1.64,-0.038,3.6,0.025,3.8
-42.45,-0.007,-1.64,-0.006,3.48,-0.019,3.84
-42.44,-0.013,-1.84,-0.025,3.44,0.002,3.8
-42.43,-0.023,-1.92,-0.034,3.32,-0.007,4
-42.42,-0.017,-2.04,0.024,3.12,-0.035,3.92
-42.41,-0.024,-1.96,-0.016,3,0.017,3.96
-42.4,-0.005,-2.04,-0.006,2.96,-0.024,3.8
-42.39,-0.024,-2.2,-0.023,2.84,0.017,3.76
-42.38,-0.022,-2.2,-0.045,2.72,0.024,3.72
-42.37,-0.041,-2.4,-0.026,2.44,-0.034,3.68
-42.36,-0.066,-2.36,-0.009,2.2,-0.001,3.52
-42.35,-0.039,-2.48,-0.022,2.2,-0.027,3.44
-42.34,-0.045,-2.56,0.011,1.96,-0.024,3.32
-42.33,-0.063,-2.68,-0.006,1.76,-0.01,3.16
-42.32,-0.045,-2.6,0.002,1.52,-0.014,2.92
-42.31,-0.046,-2.72,-0.026,1.36,-0.026,2.84
-42.3,-0.072,-2.88,-0.032,1.12,-0.005,2.6
-42.29,-0.059,-2.88,-0.031,0.96,-0.033,2.4
-42.28,-0.073,-2.92,-0.004,0.72,-0.047,2.16
-42.27,-0.076,-2.96,-0.021,0.52,-0.034,2.04
-42.26,-0.071,-2.96,-0.022,0.24,-0.063,1.84
-42.25,-0.079,-3.08,-0.021,0.16,-0.054,1.56
-42.24,-0.057,-3.16,-0.014,-0.12,-0.026,1.24
-42.23,-0.089,-3.12,-0.048,-0.4,-0.063,1
-42.22,-0.081,-3.16,-0.034,-0.48,-0.044,0.76
-42.21,-0.063,-3.2,-0.021,-0.76,-0.023,0.44
-42.2,-0.081,-3.24,-0.023,-1.04,-0.055,0.24
-42.19,-0.074,-3.32,-0.021,-1.08,-0.026,0.08
-42.18,-0.058,-3.32,-0.014,-1.36,-0.03,-0.24
-42.17,-0.077,-3.36,-0.026,-1.52,-0.055,-0.6
-42.16,-0.054,-3.36,-0.022,-1.76,-0.019,-0.76
-42.15,-0.069,-3.44,-0.036,-1.92,-0.057,-1.04
-42.14,-0.06,-3.4,-0.022,-2.08,-0.041,-1.28
-42.13,-0.042,-3.48,-0.03,-2.2,-0.019,-1.52
-42.12,-0.061,-3.44,-0.019,-2.44,-0.037,-1.72
-42.11,-0.066,-3.44,-0.024,-2.6,-0.026,-2
-42.1,-0.054,-3.48,-0.027,-2.8,-0.021,-2.08
-42.09,-0.044,-3.36,-0.03,-2.88,-0.017,-2.32
-42.08,-0.066,-3.36,-0.001,-3,-0.029,-2.52
-42.07,-0.044,-3.28,-0.033,-3.12,-0.007,-2.76
-42.06,-0.054,-3.4,-0.023,-3.32,-0.03,-2.88
-42.05,-0.045,-3.32,-0.009,-3.36,0.002,-3.08
-42.04,-0.038,-3.32,-0.008,-3.48,-0.003,-3.16
-42.03,-0.043,-3.48,-0.025,-3.48,-0.018,-3.28
-42.02,-0.066,-3.36,-0.002,-3.52,-0.001,-3.4
-42.01,-0.049,-3.24,-0.032,-3.6,0.012,-3.52
-42,-0.052,-3.32,0.004,-3.64,0.004,-3.56
-41.99,-0.028,-3.2,-0.012,-3.68,0.015,-3.56
-41.98,-0.056,-3.16,-0.02,-3.76,0.016,-3.64
-41.97,-0.043,-3.16,-0.018,-3.72,0.016,-3.6
-41.96,-0.016,-3.16,-0.018,-3.6,0.026,-3.6
-41.95,-0.043,-3.04,-0.018,-3.68,0.014,-3.64
-41.94,-0.046,-3,-0.006,-3.48,0.026,-3.52
-41.93,-0.034,-2.96,-0.023,-3.48,0.037,-3.56
-41.92,-0.046,-3,0,-3.48,-0.009,-3.52
-41.91,-0.054,-2.8,-0.011,-3.48,0.013,-3.36
-41.9,-0.048,-2.84,-0.043,-3.4,0.029,-3.36
-41.89,-0.042,-2.72,-0.013,-3.24,0.003,-3.16
-41.88,-0.026,-2.6,-0.033,-3.12,0.015,-2.96
-41.87,-0.039,-2.68,-0.004,-3,0.05,-2.88
-41.86,-0.054,-2.6,-0.018,-2.92,0.011,-2.68
-41.85,-0.018,-2.44,-0.017,-2.64,0.007,-2.56
-41.84,-0.025,-2.36,-0.007,-2.56,-0.003,-2.36
-41.83,-0.056,-2.32,-0.039,-2.44,-0.003,-2.16
-41.82,-0.023,-2.24,-0.038,-2.16,0.003,-2
-41.81,-0.042,-2.16,-0.038,-2.08,-0.002,-1.76
-41.8,-0.04,-2.12,-0.055,-1.96,-0.009,-1.68
-41.79,-0.043,-2,-0.047,-1.84,0.011,-1.24
-41.78,-0.029,-1.92,-0.049,-1.56,-0.029,-1.16
-41.77,-0.041,-1.84,-0.037,-1.44,-0.013,-0.88
-41.76,-0.03,-1.8,-0.053,-1.16,-0.032,-0.56
-41.75,-0.024,-1.76,-0.076,-0.96,-0.079,-0.28
-41.74,-0.037,-1.64,-0.086,-0.76,-0.044,-0.04
-41.73,-0.061,-1.52,-0.073,-0.56,-0.036,0.12
-41.72,-0.028,-1.56,-0.116,-0.36,-0.072,0.4
-41.71,-0.053,-1.36,-0.075,-0.16,-0.038,0.64
-41.7,-0.034,-1.28,-0.087,0.08,-0.073,0.96
-41.69,-0.049,-1.32,-0.103,0.24,-0.065,1.24
-41.68,-0.021,-1.2,-0.091,0.44,-0.062,1.4
-41.67,-0.05,-1.08,-0.101,0.68,-0.092,1.76
-41.66,-0.056,-0.96,-0.134,0.92,-0.09,1.92
-41.65,-0.033,-1,-0.118,1.08,-0.061,2.16
-41.64,-0.043,-0.92,-0.138,1.32,-0.07,2.36
-41.63,-0.064,-0.8,-0.11,1.56,-0.08,2.52
-41.62,-0.048,-0.76,-0.143,1.8,-0.066,2.8
-41.61,-0.048,-0.68,-0.155,1.8,-0.089,2.88
-41.6,-0.055,-0.56,-0.105,2.08,-0.05,3.08
-41.59,-0.031,-0.64,-0.17,2.24,-0.084,3.28
-41.58,-0.059,-0.44,-0.172,2.48,-0.094,3.32
-41.57,-0.058,-0.48,-0.123,2.56,-0.078,3.56
-41.56,-0.044,-0.44,-0.151,2.76,-0.092,3.6
-41.55,-0.073,-0.28,-0.17,2.96,-0.072,3.76
-41.54,-0.085,-0.28,-0.14,3.12,-0.051,3.84
-41.53,-0.064,-0.28,-0.152,3.2,-0.076,3.84
-41.52,-0.065,-0.24,-0.139,3.24,-0.064,3.84
-41.51,-0.082,-0.2,-0.155,3.4,-0.061,3.88
-41.5,-0.063,-0.08,-0.122,3.52,-0.057,3.88
-41.49,-0.078,-0.04,-0.129,3.6,-0.08,3.92
-41.48,-0.062,0,-0.129,3.76,-0.052,3.96
-41.47,-0.096,-0.08,-0.125,3.8,-0.056,3.88
-41.46,-0.069,0.12,-0.102,3.8,-0.031,3.84
-41.45,-0.093,0.04,-0.12,3.88,-0.02,3.68
-41.44,-0.096,-0.04,-0.123,3.84,-0.031,3.64
-41.43,-0.088,0.08,-0.109,3.92,-0.039,3.52
-41.42,-0.108,0.12,-0.084,3.88,-0.024,3.32
-41.41,-0.116,0.12,-0.093,4,-0.037,3.16
-41.4,-0.091,0.04,-0.093,3.96,-0.038,3.08
-41.39,-0.099,0.12,-0.059,3.92,-0.035,2.84
-41.38,-0.106,0.16,-0.072,3.8,-0.035,2.72
-41.37,-0.11,0.08,-0.078,3.76,-0.012,2.56
-41.36,-0.07,0.08,-0.059,3.76,-0.005,2.28
-41.35,-0.132,0.16,-0.063,3.56,-0.001,2.12
