Frequency [Hz],Both dewhiteners magnitude,Both dewhiteners phase [deg],First dewhitener magnitude,First dewhitener phase [deg],Second dewhitener magnitude,Second dewhitener phase [deg],No dewhiteners magnitude,No dewhiteners phase [deg]
1211,0.035746381,-80.373154,0.1123636,100.81967,0.11042875,100.75489,0.34780559,-78.029274
1212,0.035725817,-80.416092,0.11238652,100.74921,0.11059859,100.78061,0.34779057,-78.097961
1213,0.035728794,-80.536118,0.11241452,100.67448,0.11053748,100.73022,0.34778434,-78.152267
1214,0.035711471,-80.569885,0.1123596,100.62823,0.11060406,100.65952,0.34781721,-78.22451
1215,0.035718467,-80.606659,0.11233197,100.57405,0.11057995,100.58508,0.34786001,-78.306694
1216,0.035745323,-80.671097,0.11233034,100.49423,0.11053892,100.45673,0.34778118,-78.368195
1217,0.03580521,-80.687347,0.11235047,100.42162,0.11056641,100.33544,0.34771353,-78.42527
1218,0.035774853,-80.792618,0.11236651,100.36745,0.11065417,100.40765,0.34773633,-78.499527
1219,0.035698783,-80.860771,0.11233424,100.30612,0.11061651,100.32455,0.34768596,-78.541992
1220,0.035765611,-80.874046,0.11237238,100.23526,0.11045347,100.22559,0.34766492,-78.604195
1221,0.035776455,-80.855255,0.11234583,100.1935,0.11047488,100.14035,0.34770373,-78.673508
1222,0.035763212,-80.992432,0.11231193,100.11103,0.11070552,100.13586,0.34768578,-78.763184
1223,0.035741232,-81.145203,0.11233492,100.05613,0.11055164,100.03843,0.34765491,-78.819328
1224,0.035706945,-81.244186,0.11233114,100.00073,0.11043711,99.955276,0.34762764,-78.870766
1225,0.035718691,-81.197044,0.11232869,99.924339,0.11052989,99.958076,0.34775421,-78.922607
1226,0.035668023,-81.267715,0.1123324,99.864418,0.11046394,99.843208,0.34761694,-78.97879
1227,0.035660427,-81.412399,0.11230903,99.783638,0.11052851,99.718384,0.34756738,-79.058372
1228,0.035727207,-81.460587,0.1123011,99.727806,0.11054534,99.645287,0.34765077,-79.128105
1229,0.035678618,-81.384125,0.11226582,99.679871,0.11048599,99.662224,0.34772518,-79.187935
1230,0.03567658,-81.458878,0.11228653,99.599327,0.11037794,99.556976,0.34774932,-79.243988
1231,0.035707682,-81.597969,0.11231,99.55854,0.11041907,99.521561,0.34768084,-79.319168
1232,0.035729762,-81.694641,0.11228281,99.500755,0.11066025,99.418236,0.34768209,-79.366165
1233,0.035731077,-81.742737,0.11227284,99.412979,0.11057255,99.332184,0.34763855,-79.428871
1234,0.035683237,-81.78492,0.11229401,99.346725,0.11062846,99.286057,0.34760526,-79.512207
1235,0.035684925,-81.804283,0.11229565,99.266914,0.11055413,99.323502,0.34759796,-79.590073
1236,0.035700351,-81.839668,0.11230176,99.203041,0.1104909,99.23941,0.34760201,-79.657326
1237,0.035697248,-81.938293,0.11229657,99.15979,0.1104995,99.155312,0.34756455,-79.709694
1238,0.035675682,-81.995361,0.11227921,99.081978,0.11054569,99.141052,0.34752741,-79.772827
1239,0.035698403,-82.079948,0.11225217,99.021706,0.11055423,99.026749,0.34751174,-79.8246
1240,0.035726175,-82.198471,0.11227036,98.965492,0.11046195,98.976418,0.34754473,-79.880409
1241,0.035737552,-82.290283,0.11227594,98.90377,0.11046861,98.950195,0.34761012,-79.967552
1242,0.035743259,-82.304817,0.11228746,98.846405,0.11045448,98.875954,0.34757423,-80.041908
1243,0.035718624,-82.351593,0.11229435,98.786926,0.11053734,98.81575,0.34751064,-80.103096
1244,0.035670217,-82.337212,0.11226101,98.713242,0.11047084,98.724327,0.34754333,-80.162483
1245,0.035705023,-82.461067,0.11227136,98.649422,0.1103247,98.672127,0.34764436,-80.226372
1246,0.035727106,-82.59642,0.11224268,98.59481,0.11041629,98.662842,0.34764701,-80.278381
1247,0.035731252,-82.64518,0.11223933,98.529221,0.11053695,98.549194,0.34762034,-80.34594
1248,0.035700615,-82.730019,0.11225069,98.4571,0.11047882,98.506592,0.3474938,-80.433151
1249,0.035682179,-82.790245,0.11227468,98.428246,0.11053357,98.466705,0.34750122,-80.482185
1250,0.035697695,-82.845512,0.11227048,98.33139,0.11060568,98.31369,0.34759265,-80.548882
1251,0.035729673,-82.953331,0.11227395,98.248558,0.11067114,98.28672,0.34758386,-80.615326
1252,0.035765439,-83.024162,0.1122645,98.192558,0.11048265,98.168091,0.34739208,-80.674362
1253,0.035748459,-82.999702,0.11223888,98.126755,0.11044582,98.045624,0.34734532,-80.724792
1254,0.035709079,-83.105049,0.11225557,98.075951,0.11033899,98.091408,0.34750172,-80.792747
1255,0.03571254,-83.095444,0.1122376,98.008873,0.11029131,98.095482,0.3475748,-80.857368
1256,0.035678037,-83.138367,0.11224585,97.944038,0.11037655,97.986992,0.34747615,-80.922623
1257,0.03565741,-83.240585,0.11223393,97.887131,0.11047281,97.916054,0.34741926,-80.993797
1258,0.035713613,-83.31179,0.11222129,97.829834,0.11057217,97.860085,0.34733254,-81.04818
1259,0.035732921,-83.372475,0.11223547,97.768311,0.11047275,97.88401,0.34738854,-81.119728
1260,0.035741862,-83.392296,0.11220533,97.701942,0.11055125,97.740364,0.3473669,-81.208138
1261,0.035749648,-83.441582,0.11221764,97.634949,0.11053719,97.603218,0.3473638,-81.253807
1262,0.035714827,-83.519669,0.11222061,97.579254,0.11044157,97.530838,0.34739831,-81.300026
1263,0.035693832,-83.582428,0.1122398,97.49733,0.11042376,97.480797,0.34737545,-81.393982
1264,0.035695106,-83.651871,0.11224966,97.416702,0.11043279,97.359917,0.34745485,-81.476891
1265,0.035684228,-83.724991,0.11222955,97.378143,0.11053157,97.310646,0.34738553,-81.532829
1266,0.035650034,-83.737244,0.11220456,97.330925,0.11041106,97.335541,0.34739038,-81.568207
1267,0.035662822,-83.814919,0.11222737,97.259163,0.1103323,97.29937,0.34743458,-81.630386
1268,0.035728186,-83.832939,0.11221954,97.191177,0.11036994,97.214645,0.34751701,-81.711205
1269,0.035728209,-84.013817,0.11221325,97.125313,0.11032069,97.136848,0.34748381,-81.769676
1270,0.035665315,-84.064156,0.11220163,97.069443,0.11031248,97.03215,0.34748438,-81.840286
1271,0.035612546,-84.081406,0.11223304,97.017281,0.11039611,96.98307,0.34746495,-81.908607
1272,0.03562934,-84.16201,0.11220377,96.931839,0.11063336,96.98838,0.34740797,-81.958481
1273,0.03565551,-84.21949,0.11219629,96.853027,0.11050852,96.847824,0.34747374,-82.018867
1274,0.03564829,-84.246346,0.11219593,96.788567,0.11028313,96.807167,0.34740034,-82.083168
1275,0.035682678,-84.334984,0.11219451,96.747971,0.11036456,96.792496,0.34729233,-82.162376
1276,0.03572173,-84.365242,0.11220296,96.687935,0.11039187,96.729897,0.34729597,-82.214951
1277,0.035662252,-84.455208,0.11219676,96.612892,0.11034166,96.628723,0.34719869,-82.271835
1278,0.035612054,-84.486382,0.11219719,96.554375,0.11051665,96.526581,0.34732783,-82.332619
1279,0.035628516,-84.5616,0.11217325,96.500206,0.1104523,96.468307,0.34735647,-82.386032
1280,0.035692215,-84.663658,0.11216969,96.413773,0.11033153,96.389343,0.34731564,-82.462204
1281,0.035665717,-84.709328,0.11219853,96.340782,0.11040148,96.345871,0.34734768,-82.532845
1282,0.035713077,-84.681091,0.11217941,96.29583,0.11035689,96.233086,0.347312,-82.592239
1283,0.035713598,-84.825539,0.11217876,96.240402,0.11026896,96.190155,0.34728137,-82.647095
1284,0.035704181,-85.062637,0.1121863,96.169983,0.11031464,96.159088,0.34722853,-82.732353
1285,0.03565779,-85.104988,0.11218003,96.117264,0.11023109,96.070305,0.34712911,-82.813591
1286,0.035697021,-85.103462,0.11214027,96.042404,0.11011897,96.004745,0.34715211,-82.855896
1287,0.035678677,-85.146111,0.11212229,95.977005,0.11029512,95.978378,0.3472594,-82.915367
1288,0.035638031,-85.193497,0.11213738,95.910202,0.11043041,95.924339,0.34718782,-82.98629
1289,0.035645615,-85.141373,0.1121359,95.840454,0.11046052,95.858513,0.34711084,-83.06945
1290,0.035645992,-85.185455,0.11218537,95.755943,0.11042622,95.767769,0.3472558,-83.141121
1291,0.035674319,-85.276329,0.11214131,95.737907,0.11040507,95.68,0.34727159,-83.196518
1292,0.035665601,-85.4161,0.1121601,95.672424,0.11042513,95.715385,0.34717795,-83.240494
1293,0.03566787,-85.462334,0.11218677,95.602798,0.11041044,95.619003,0.34710014,-83.318771
1294,0.035653129,-85.523727,0.11214086,95.537529,0.11021819,95.5597,0.34711942,-83.387779
1295,0.035651673,-85.667679,0.11214518,95.479088,0.11037745,95.524277,0.34712115,-83.431442
1296,0.035674941,-85.693779,0.1121434,95.406151,0.11040579,95.452904,0.34709662,-83.474892
1297,0.03570741,-85.686134,0.11214441,95.343948,0.11035285,95.39238,0.34716278,-83.57383
1298,0.035690643,-85.725754,0.11211667,95.299561,0.11019801,95.302544,0.34719005,-83.654602
1299,0.035726748,-85.779892,0.11207321,95.234833,0.11024655,95.311249,0.34717706,-83.70887
1300,0.03572534,-85.93441,0.11206788,95.180649,0.11043231,95.224449,0.34713757,-83.771194
1301,0.035681956,-85.979225,0.11210249,95.09417,0.11037308,95.136696,0.34705481,-83.823181
1302,0.035689808,-86.026894,0.11208601,95.028625,0.11034211,95.044708,0.3471058,-83.880463
1303,0.035692874,-86.089439,0.11205973,94.989166,0.11039873,94.997017,0.34718972,-83.946709
1304,0.035711274,-86.172493,0.11208117,94.895355,0.11038572,95.014877,0.34705332,-84.008408
1305,0.035667215,-86.261566,0.11210965,94.818291,0.11028688,94.859459,0.34703228,-84.086525
1306,0.035634227,-86.3452,0.11214665,94.762886,0.11030543,94.770264,0.34705198,-84.162346
1307,0.035697602,-86.357941,0.11212156,94.698051,0.11030533,94.782654,0.34712783,-84.204041
1308,0.035705108,-86.352692,0.11211939,94.626167,0.1103796,94.655914,0.34713155,-84.255753
1309,0.035674516,-86.438782,0.11215667,94.578499,0.11032148,94.554359,0.34715348,-84.337242
1310,0.035634007,-86.518532,0.11214013,94.521461,0.11039499,94.482796,0.3471542,-84.397675
1311,0.035617411,-86.548553,0.11210973,94.454689,0.11037766,94.416527,0.34711972,-84.470909
1312,0.035653345,-86.676918,0.112134,94.400848,0.11044313,94.387192,0.34696266,-84.534378
1313,0.035628185,-86.728294,0.11213208,94.326973,0.1103166,94.321747,0.34701508,-84.593452
1314,0.035612863,-86.779854,0.11208578,94.249557,0.11030407,94.290634,0.34705788,-84.655815
1315,0.035688031,-86.874275,0.11209267,94.187752,0.11036729,94.214172,0.34697825,-84.716652
1316,0.035678767,-86.882721,0.11210851,94.123253,0.11041511,94.212234,0.34697753,-84.784424
1317,0.035644419,-86.93425,0.11213259,94.057663,0.11031435,94.168037,0.34701985,-84.846817
1318,0.035686634,-87.044403,0.11212419,93.99691,0.11031409,94.043381,0.34700972,-84.923981
1319,0.035653926,-87.054298,0.11210772,93.922256,0.11039151,93.99337,0.34699365,-85.007805
1320,0.035640605,-87.171143,0.1120824,93.872086,0.11025731,93.914139,0.34709039,-85.063309
1321,0.035649676,-87.214516,0.11208658,93.828278,0.11025671,93.834579,0.34708288,-85.106369
1322,0.035680413,-87.329262,0.11209767,93.74498,0.11036135,93.810074,0.34708202,-85.181808
1323,0.035661519,-87.378448,0.11210116,93.669434,0.11033492,93.75206,0.34695128,-85.255074
1324,0.035688393,-87.442123,0.1120806,93.630943,0.11022144,93.651428,0.34693739,-85.326363
1325,0.03568045,-87.548119,0.11205891,93.566223,0.11014063,93.606735,0.3469764,-85.368797
1326,0.035658687,-87.578575,0.11205924,93.486176,0.11029725,93.480194,0.34698233,-85.433014
1327,0.035659216,-87.670433,0.11206201,93.423752,0.11027644,93.510811,0.34696981,-85.495323
1328,0.035621051,-87.728882,0.11207623,93.353241,0.11025329,93.491562,0.34698853,-85.548195
1329,0.035655025,-87.778107,0.1120573,93.298882,0.11026141,93.298676,0.34690309,-85.630379
1330,0.035631943,-87.765862,0.11207805,93.253334,0.11024488,93.226135,0.34691799,-85.700691
1331,0.035629407,-87.872086,0.11209401,93.169373,0.11035007,93.19986,0.34700352,-85.764664
1332,0.035598818,-87.964096,0.11208933,93.108513,0.11034251,93.080025,0.34700432,-85.830025
1333,0.035617355,-87.993774,0.1120974,93.067268,0.11022113,93.073204,0.3469485,-85.878662
1334,0.035702314,-87.998398,0.11207443,93.004791,0.11029325,92.992905,0.34693369,-85.961288
1335,0.035703663,-88.07505,0.11203203,92.929451,0.11030675,92.873436,0.34694546,-86.027275
1336,0.035684422,-88.195145,0.11206758,92.863739,0.11044669,92.876419,0.34691721,-86.061562
1337,0.035624992,-88.255875,0.11208904,92.792511,0.11048781,92.81411,0.34685487,-86.125069
1338,0.035610851,-88.270676,0.11207023,92.741913,0.11032277,92.831764,0.34686089,-86.212517
1339,0.035622828,-88.29348,0.11206187,92.663795,0.11018766,92.729568,0.34686658,-86.260666
1340,0.035600856,-88.380341,0.11207669,92.588676,0.11025907,92.656845,0.34687066,-86.330139
1341,0.035670925,-88.566231,0.11205266,92.538094,0.1102719,92.515755,0.34685594,-86.411995
1342,0.035684485,-88.702362,0.11201753,92.496033,0.11021589,92.424019,0.34679538,-86.466721
1343,0.035681561,-88.647934,0.11200733,92.417725,0.11027838,92.478287,0.34681931,-86.521515
1344,0.035666492,-88.558846,0.11203615,92.355354,0.11043423,92.39695,0.34678173,-86.593239
1345,0.035618529,-88.673752,0.11202332,92.29438,0.11047912,92.293762,0.34678435,-86.651039
1346,0.035655372,-88.782677,0.11205082,92.218353,0.11024594,92.199303,0.34674194,-86.733192
1347,0.035639372,-88.897202,0.11205152,92.155273,0.11016062,92.205948,0.34680715,-86.792099
1348,0.035637639,-88.961029,0.11202751,92.099426,0.11024145,92.17849,0.34680226,-86.843803
1349,0.035646424,-89.030487,0.1120714,92.022484,0.11021183,92.064644,0.34677264,-86.914146
1350,0.035666894,-89.094574,0.11204349,91.967957,0.11030489,92.039574,0.34683681,-86.982552
1351,0.035658788,-89.169975,0.11198592,91.918587,0.11012763,91.964165,0.34680596,-87.033272
1352,0.035649121,-89.246254,0.11199075,91.863441,0.11009106,91.842033,0.3466596,-87.102036
1353,0.035614528,-89.252899,0.11198972,91.774895,0.11021602,91.837608,0.34666839,-87.169304
1354,0.035589013,-89.293289,0.11198755,91.715668,0.11046173,91.69014,0.34688434,-87.254959
1355,0.035569001,-89.332115,0.11200341,91.661072,0.11033343,91.570374,0.34681845,-87.312279
1356,0.035544675,-89.502174,0.11199895,91.598648,0.11020113,91.569954,0.34667635,-87.389099
1357,0.035576247,-89.566353,0.11197779,91.526932,0.11013634,91.501053,0.34677199,-87.439262
1358,0.03562995,-89.508278,0.11196983,91.469795,0.11020929,91.602051,0.34676668,-87.491615
1359,0.03565025,-89.548164,0.11197728,91.402199,0.11025941,91.515968,0.34665996,-87.567719
1360,0.035634674,-89.52636,0.11200078,91.330681,0.11013648,91.377914,0.34672108,-87.639862
1361,0.035617694,-89.642754,0.11198197,91.25959,0.11003775,91.387009,0.34679216,-87.695641
1362,0.035617545,-89.779106,0.11200079,91.175713,0.11017457,91.288605,0.34669349,-87.756638
1363,0.035605084,-89.939613,0.1120061,91.138817,0.11017372,91.274048,0.34659722,-87.819633
1364,0.035650037,-89.990364,0.11197802,91.093216,0.11025097,91.223412,0.34665444,-87.885376
1365,0.035659663,-89.969917,0.11199931,91.024231,0.11017112,91.05027,0.34661934,-87.957123
1366,0.035637658,-90.073463,0.11196831,90.949158,0.11016151,90.950226,0.34666115,-88.03508
1367,0.03560897,-90.150948,0.11191342,90.883514,0.1101658,90.861366,0.34658268,-88.094963
1368,0.035629433,-90.208763,0.11190851,90.822922,0.11012233,90.819382,0.34657598,-88.129417
1369,0.035627916,-90.292076,0.11196991,90.761688,0.11012442,90.657959,0.34654325,-88.180077
1370,0.035603866,-90.325546,0.11202629,90.69696,0.11020185,90.634689,0.34659836,-88.254036
1371,0.035645679,-90.392006,0.11202152,90.616615,0.11018293,90.673691,0.34661916,-88.333984
1372,0.035614401,-90.496719,0.11199766,90.556221,0.11032709,90.539383,0.34657297,-88.402748
1373,0.03558189,-90.55809,0.1119719,90.511391,0.11024153,90.471252,0.34654304,-88.47142
1374,0.035566952,-90.572136,0.11194097,90.448563,0.11016496,90.428009,0.34662381,-88.535263
1375,0.035602994,-90.661865,0.11195644,90.374306,0.1101857,90.312706,0.34659088,-88.584961
1376,0.035617527,-90.65126,0.11197244,90.31675,0.11026133,90.37693,0.34658349,-88.654854
1377,0.035683773,-90.745857,0.11193854,90.253548,0.11018752,90.231667,0.34664008,-88.70549
1378,0.035671085,-90.77343,0.11191893,90.190536,0.11003959,90.07338,0.34654993,-88.791145
1379,0.035638317,-90.818047,0.11196433,90.13205,0.11010917,90.065659,0.34647143,-88.870064
1380,0.035604976,-90.929253,0.11195037,90.055565,0.11021644,90.053848,0.34660527,-88.931641
1381,0.035568994,-91.029984,0.11191261,89.980064,0.11028619,90.000198,0.34659645,-88.980591
1382,0.035558742,-91.119209,0.11192407,89.908981,0.1102254,89.854744,0.3466979,-89.023849
1383,0.035589058,-91.147957,0.11192746,89.858589,0.11020465,89.740753,0.34670797,-89.098312
1384,0.035602748,-91.242432,0.1119214,89.7855,0.11004947,89.742607,0.34651893,-89.165962
1385,0.035590515,-91.302757,0.11193968,89.745903,0.11008937,89.734947,0.34652016,-89.236198
1386,0.035641421,-91.275902,0.11194818,89.681084,0.11006189,89.682785,0.34648913,-89.298698
1387,0.035603445,-91.343689,0.11191665,89.613472,0.11005268,89.651405,0.34654981,-89.366913
1388,0.035555843,-91.554085,0.11192066,89.536804,0.11018915,89.557327,0.34647799,-89.424881
1389,0.035565913,-91.557182,0.11192492,89.453575,0.11014082,89.511871,0.34642655,-89.490654
1390,0.035608832,-91.6175,0.11192503,89.395523,0.11002453,89.472534,0.34640494,-89.551384
1391,0.035635021,-91.684326,0.11193193,89.343262,0.11007112,89.399323,0.34643066,-89.631523
1392,0.035592012,-91.751076,0.11193136,89.300552,0.11008519,89.26899,0.34643635,-89.69178
1393,0.035578139,-91.77562,0.11193161,89.242538,0.11004945,89.239937,0.3464388,-89.745323
1394,0.035603367,-91.867798,0.1119141,89.172562,0.1099861,89.164352,0.34645611,-89.819496
1395,0.035595089,-91.872116,0.1119024,89.091522,0.11016247,89.037209,0.34642869,-89.88549
1396,0.035609279,-91.944786,0.11190203,89.025589,0.11009661,89.024406,0.34636733,-89.944298
1397,0.035539273,-92.032639,0.11190624,88.970512,0.11006766,89.065079,0.34641689,-90.004807
1398,0.035544373,-92.059097,0.11188715,88.925728,0.11009626,88.942818,0.34647116,-90.038696
1399,0.03561528,-92.145988,0.11187414,88.865608,0.11009303,88.875435,0.34654167,-90.111168
1400,0.035633489,-92.194061,0.11187798,88.810226,0.11014411,88.867615,0.34643936,-90.199471
1401,0.035651822,-92.276634,0.11190479,88.727158,0.110202,88.799934,0.34643069,-90.266769
1402,0.035638444,-92.267471,0.11187264,88.652763,0.11017142,88.701332,0.34646153,-90.338493
1403,0.035625633,-92.342506,0.11188484,88.59906,0.11014431,88.597054,0.34644604,-90.403175
1404,0.035643518,-92.550713,0.11188089,88.540428,0.11014389,88.52018,0.34640229,-90.472694
1405,0.035564266,-92.612083,0.1118869,88.441833,0.1102052,88.417641,0.34644231,-90.527306
1406,0.035528447,-92.659637,0.11188361,88.391487,0.11018413,88.407227,0.346448,-90.578712
1407,0.035580799,-92.723793,0.11186809,88.357758,0.11004604,88.404541,0.34645638,-90.653488
1408,0.03557146,-92.796753,0.11186361,88.274651,0.1098731,88.301895,0.34637487,-90.726616
1409,0.035571113,-92.775101,0.11186617,88.221741,0.11003203,88.218842,0.3463009,-90.764992
1410,0.035599049,-92.778854,0.11187065,88.158379,0.11017811,88.128685,0.34631661,-90.832184
1411,0.03560761,-92.856209,0.11188608,88.087074,0.11022028,88.044014,0.34637082,-90.908417
1412,0.035574213,-92.927521,0.11191246,88.019455,0.11027625,88.026741,0.34648171,-90.980637
1413,0.035505112,-93.137215,0.11190634,87.965218,0.11018861,87.983833,0.34646487,-91.033752
1414,0.035581551,-93.172493,0.11187443,87.898659,0.11004668,87.953384,0.34635249,-91.096588
1415,0.035643537,-93.183846,0.11185587,87.831863,0.11016593,87.83223,0.34638214,-91.181305
1416,0.035597716,-93.23037,0.11185829,87.770508,0.11010285,87.672653,0.34638724,-91.247505
1417,0.035588443,-93.28833,0.11182058,87.699684,0.11003094,87.618401,0.34626874,-91.296623
1418,0.035595894,-93.334671,0.11185221,87.640999,0.10994884,87.662209,0.3462919,-91.362144
1419,0.035622045,-93.376366,0.11182173,87.574074,0.10994134,87.601585,0.34642354,-91.416702
1420,0.035553925,-93.425415,0.1118281,87.497375,0.10991707,87.47435,0.34645098,-91.475311
